Gene Ref,Centrality Score
"XM_008358077,1",1.0
"XM_008381409,1",0.9871049038891474
"XM_008340249,1",0.9528935630865687
"XM_008339343,1",0.9464788527921586
"XM_008377122,1",0.9389829722916564
"XM_008382964,1",0.9389829722916564
"XM_008348226,1",0.9323944784640921
"XM_008364214,1",0.9223875768236419
"XM_008395429,1",0.9193058678672048
"XM_008390606,1",0.9114002287533879
"XM_008365736,1",0.9102882931822005
"XM_008352977,1",0.9033846356783884
"XM_008357031,1",0.9031809145488777
"JN381497,1",0.8910606425483726
"XM_008348542,1",0.8907647200048029
"XM_008352864,1",0.8880188656083856
"XM_008341644,1",0.886327189150986
"XM_008377120,1",0.8793814845115615
"XM_008385618,1",0.8706968075972139
"XM_008370181,1",0.8640055836081318
"XM_008343281,1",0.8621458883100146
"XM_008388172,1",0.86058794504448
"XM_008361055,1",0.8521905793075488
"XM_008392497,1",0.841621868654938
"XM_008359318,1",0.8270059740027421
"XM_008341462,1",0.8218523017029256
"XM_008351730,1",0.8064721646833699
"XM_008375822,1",0.7940255042086618
"XM_008368498,1",0.7863607415779218
"XM_008358718,1",0.7854411985717545
"XM_008371859,1",0.7797068664863068
"XM_008346127,1",0.768860123005886
"XM_008382862,1",0.7607194876539982
"XM_008392118,1",0.7588608457138486
"XM_008348634,1",0.7557415950042695
"XM_008391412,1",0.7341618070006648
"XM_008347563,1",0.7144656204014037
"XM_008357035,1",0.7144321620904353
"XM_008393407,1",0.7028358773051301
"XM_008390007,1",0.6924294975455262
"XM_008373586,1",0.6903512837060201
"XM_008378954,1",0.6822794247094438
"XM_008379224,1",0.6809135940602962
"XM_008392645,1",0.6754383438629966
"XM_008347928,1",0.6693644840824536
"XM_008380349,1",0.6676033678824215
"XM_008339015,1",0.6659645075751106
"XM_008387564,1",0.6572315972197766
"XM_008367891,1",0.6492864031432896
"XM_008378862,1",0.6455885688554934
"XM_008349204,1",0.6391228588222854
"XM_008353031,1",0.6375147373637465
"XM_008344638,1",0.6373878405343308
"XM_008395865,1",0.6329476021953817
"XM_008348256,1",0.6297783338715555
"XM_008395973,1",0.623110007645253
"XM_008346320,1",0.6219401123221855
"XM_008366883,1",0.619598431429287
"XM_008392658,1",0.6161924509592894
"XM_008370383,1",0.6132003665447843
"XM_008388475,1",0.6022659782988494
"XM_008366401,1",0.6020935285341715
"XM_008392579,1",0.5720946143266836
"NM_001293983,1",0.5687713053576019
"XM_008382874,1",0.5687713053576019
"XM_008352752,1",0.5678118292715864
"XM_008353259,1",0.5678118292715864
"XM_008340728,1",0.556114876937404
"XM_008346417,1",0.5277978089083094
"XM_008358066,1",0.521557624609424
"XM_008375050,1",0.5205386261643721
"XM_008356729,1",0.5190766465738565
"XM_008369353,1",0.5125887006536162
"XM_008351661,1",0.49725049331918214
"XM_008389619,1",0.48920507661046897
"XM_008349498,1",0.4815598183003952
"XM_008342489,1",0.47188901906513625
"XM_008372502,1",0.46527314906493555
"XM_008342092,1",0.4583175922853197
"XM_008375174,1",0.4505834596417512
"XM_008360876,1",0.4467649373836717
"XM_008346577,1",0.4404371203090382
"XM_008366364,1",0.43157744402876647
"XM_008346561,1",0.428607683174049
"XM_008364242,1",0.40838682091450457
"XM_008357852,1",0.4005768098440688
"XM_008372268,1",0.37951219556170634
"XM_008352749,1",0.3348985077435139
"XM_008378026,1",0.33386809419497726
"XM_008386805,1",0.33386809419497726
"XM_008375404,1",0.3086622397422478
"XM_008353321,1",0.29787327788619866
"XM_008375192,1",0.2593615292074294
"XM_008367835,1",0.25557814109923066
